,날짜,기업명,"긍정1,부정2",정제된 내용,score
2786,2023-02-08,NAVER,1,찬티들 아닥해라 네이버의 경우 현재 주가 수준인 만 만 원 사이의 매물이 전체의 를 차지해 집중도가 가장 높았다 주가가 만 원 선 만 만 원 까지 밀렸을 당시 개인들이 네이버를 사들인 비중은 전체의 에 불과했으나 네이버 주가가 만 원 아래로 내려앉자 매수세가 급격히 커졌다 개미들 평단가 만 천원인데 무슨 찬티짓이냐,36.66
2787,2023-02-09,NAVER,1,원 뛰기 카카오 보다 덩치가 있잖아 기다려 주세요,85.52799999999999
2788,2023-02-03,NAVER,1,성장주가 역성장 그다음은,84.57300000000001
2789,2023-02-07,NAVER,1,메타 상승 굿 오늘 다시 급상승 예상,86.50500000000001
2790,2023-02-02,NAVER,2,공매도 숏커버 들어오네 풍악을 울려라,57.578
2791,2023-02-02,NAVER,2,공매도 숏커버 들어오네 풍악을 울려라,57.578
2792,2023-02-02,카카오,1,공매도 숏커버 들어오네 풍악을 울려라,57.578
2793,2023-02-02,카카오,1,공매도 숏커버 들어오네 풍악을 울려라,57.578
2794,2023-02-02,NAVER,1,기관 형님 오셨다 빨리 빨리 올라가자 오늘은 만원 반드시 돌파한 번 해보자 기관 형님 오셨을 때 만원 돌파한 번 해보자 네이버 화이팅,86.624
2795,2023-02-03,NAVER,2,하 힘좀 써 보자 삼년 아니고 이년 이믄 되려나 이 템포면오늘부로 천천히도 좋으니 농락만 하지마라,26.097
2796,2023-02-03,NAVER,1,주가가 아무리 못올라도 월안으로 만원은간다,68.58200000000001
2797,2023-02-08,NAVER,1,층 오나요 수년이 누나 와,57.605
2798,2023-02-03,NAVER,1,역시 대장주 대 단 하 다,80.84299999999999
2799,2023-02-03,NAVER,1,머선 숏스 출바알,85.268
2800,2023-02-02,NAVER,1,내일도 미장 기대해봅니다 메타 시간외 딸라 상승 상승 구글 시간외 딸라 상승 상승,86.328
2801,2023-02-02,NAVER,1,내일도 미장 기대해봅니다 메타 시간외 딸라 상승 상승 구글 시간외 딸라 상승 상승,86.328
2802,2023-02-02,NAVER,1,내일도 미장 기대해봅니다 메타 시간외 딸라 상승 상승 구글 시간외 딸라 상승 상승,86.328
2803,2023-02-02,NAVER,1,내일도 미장 기대해봅니다 메타 시간외 딸라 상승 상승 구글 시간외 딸라 상승 상승,86.328
2804,2023-02-02,NAVER,1,내일도 미장 기대해봅니다 메타 시간외 딸라 상승 상승 구글 시간외 딸라 상승 상승,86.328
2805,2023-02-02,NAVER,1,내일도 미장 기대해봅니다 메타 시간외 딸라 상승 상승 구글 시간외 딸라 상승 상승,86.328
2806,2023-02-02,카카오,1,내일도 미장 기대해봅니다 메타 시간외 딸라 상승 상승 구글 시간외 딸라 상승 상승,86.328
2807,2023-02-02,카카오,1,내일도 미장 기대해봅니다 메타 시간외 딸라 상승 상승 구글 시간외 딸라 상승 상승,86.328
2808,2023-02-02,카카오,1,내일도 미장 기대해봅니다 메타 시간외 딸라 상승 상승 구글 시간외 딸라 상승 상승,86.328
2809,2023-02-09,NAVER,1,우와 네이버 움직임 무섭네 네이버는 종목을 규정하기가 너무 어려워 제조업도 되고 유통업도 되고 소프트웨어도 되고 뭐 다 되네 다시 이넘의 플랫폼 포탈의 시간이 온건가,17.546
2810,2023-02-03,NAVER,1,빈살만 이제 네이버 네옴 수주 발표 좀 해줘그래야 쭉쭉 가지,84.045
2811,2023-02-09,NAVER,1,네이버 지속 우상향 가니까 하루 몇 오르고 내리는 거신경쓰지 마시고 우직하게들고 가시면 됩니다,83.404
2812,2023-02-03,NAVER,1,실적 억 밑이면 장투자들은 오늘 호가창 꺼라 시장반응 줏대없다오늘이 중요합니다,32.948
2813,2023-02-03,NAVER,1,오늘 내린다는놈들 글 다지웠네 오늘은 만원 돌파한다 월요일날부터는 만원대에서 논다 명심해라,83.203
2814,2023-02-01,NAVER,2,음봉전환하긋다 어차피 낼부터 급락인데 파월이 올해 뿐이니라 인플레이션 잡히기전엔 금리인하 없다고 하면 성장주들은 다시 꼬라박는다,12.484
2815,2023-02-09,NAVER,1,역시 우량주 전고점 갑니다,84.538
2816,2023-02-03,NAVER,1,오늘장 최소 만찍겠는데 미장 메타 폭등중,86.09100000000001
2817,2023-02-07,NAVER,1,네이버 추매 한다면 얼마쯤에 하면 좋을까요 만원 만원 만원,86.372
2818,2023-02-08,NAVER,1,어제 카카오 샀는데 이거 살걸,80.259
2819,2023-02-05,NAVER,1,모든 유튜브와 매체에서 네이버 매수 울부짖는다 내일은 갭상승 음봉 마감,85.10300000000001
2820,2023-02-02,NAVER,1,시외 난리났네 난리났어,42.8
2821,2023-02-07,NAVER,1,오늘 무조건 오른다고했제 단타는 이런자리에서 치는거야 그냥 꿀로 씩 그냥 주잖어 물론 이이후 선갭 매우는 하락나오면 층까진 밀릴수도있긴하다 근데 안티들이 울부짖는것처럼 층은 안나온다 만약에 애 층 나올것같으면 지수가 까지 밀려야되는데 쉽지않아,38.164
2822,2023-02-08,NAVER,1,평단 만 억 물려있는데 존버합니다 왠간히 물타도 티도 안나서 그냥 물린채로 년 이상 존버 할겁니다 생각보다 빨리 올라오네요 근데,80.059
2823,2023-02-09,NAVER,1,다 모여라 동학개미 다 모여라 외국인 기관 어리둥절 자포자기,18.892
2824,2023-02-08,NAVER,1,시총 위만 가자 충분하다 네이버 위안에 플랫폼은있어야지,85.536
2825,2023-02-08,NAVER,1,네이버땜에 돈좀 버네,67.897
2826,2023-02-03,NAVER,1,탈 네이버 시대를 준비하라 네이버 없이 사는 시대를 준비해야한다 내말 새겨듣거라,82.894
2827,2023-02-02,NAVER,2,탈 네이버 시대를 준비하라 네이버 없이 사는 시대를 준비해야한다 내말 새겨듣거라,82.894
2828,2023-02-03,NAVER,1,먹튀 주의 선착순 탈출 원 꼭지,68.61200000000001
2829,2023-02-08,NAVER,1,장기사이클 그려준다 만 까지 간후 만 만에 개미 지루하게 만들다가 만원 훅간다,84.15400000000001
2830,2023-02-03,NAVER,1,계단 삼성전자와 쌍두마차 네이버 달려라 믿는다,84.46000000000001
2831,2023-02-09,NAVER,1,이상하네 카카오보다 잘 나갈땐 입다물고 있더니,31.233
2832,2023-02-03,NAVER,2,오 이제 하락장와도 은 지지해주려나 갔을땐 내 평단 올수있나 싶었는데 역시 존버하면 결국엔 오긴오는구나,38.096
2833,2023-02-08,NAVER,1,만 안착하네요,82.569
2834,2023-02-09,NAVER,2,비싸게 사주면 외인 배만 부르지 오늘 천억넘게 매도하는데 보합에 사주면 외인만 좋지,33.117999999999995
2835,2023-02-07,NAVER,1,모아라 결국 인터넷 켜면 홈페이지 반이상은 네이버다구글접속해도 네이버 또 검색하겠지조용히 쌀때 주워담으면 된다수급보다 독점은 우위에있다,83.322
2836,2023-02-02,NAVER,1,나닥 개폭등에 가깝 힘차게 끌어 올린다,85.837
2837,2023-02-03,NAVER,1,다음주가 더 두근두근한 올해의 키포인트 가지 드디어 원 이상 종가 원 오른 원 오늘 종가 원 오른 원 종가 이후 원 이상 종가는 무려 달 가량이 걸림 참고로 포함 앞 뒤 날짜 포함 일이 다 하락 종가임 일이 하락 종가임이 기간 때가 정부가 본격적으로빅테크기업 독과점 제재한단그 기간이었을 것임카카오는 이 기간 때 무려 일째나 하락 종가였음 만원 찍은 뒤 일만에 만원 이상 종가 달성 원 오른 원 이후 원 이상 종가는 오늘이 처음 부터 오늘 종가까지 원 이상 번 원 오른 원 종가 원 오른 원 종가 원 오른 원 종가 원 오른 원 종가 새해이자 주식 첫날인 포함 일째인 오늘까지 번 하락 종가 번 보합 종가 번 상승 종가 원 내린 원 원 오른 원 즉 새해에만 원 무려 원이 오름 새해부터 성장주이자기술주인 네이버가드디어 상승세 탔다 다시 주가가 버티기시작했고 원 이상자주 오르던그 네이버로 돌아가고 있다 다음주는 만원을 볼거라 봄,48.14
2838,2023-02-02,NAVER,1,네이버 네이버좋지 근데 더 확실한건 대유다 대유 차트 봐라 이글은 곧 성지가 된다,81.068
2839,2023-02-03,NAVER,2,설레발 떨지말고 지켜보자,43.243
2840,2023-02-06,NAVER,1,형 또왔다 걱정들마라 미징은 하락해도 메타주는 상승이다 안티들 가 많아 지는걸보니 조만간 는 간다 걱정들마셔,78.562
2841,2023-02-02,NAVER,1,이번달 만 가능 추카추카,84.419
2842,2023-02-02,NAVER,1,두근 사실이야,85.169
2843,2023-02-03,NAVER,1,나스닥 미친 개폭등 하늘에서 수표 다발이 쏟아진다,83.569
2844,2023-02-03,NAVER,1,이제 네이버 수익율 진입했읍니다 층아직도 계속 홀딩하렵니다,85.367
2845,2023-02-08,NAVER,1,내일 옵션만기일이다 와국인넘들아 스탠스 바꿔야겠지,53.141
2846,2023-02-07,NAVER,2,카카오는 잘 가는데 이건 왜 이렇게 꾸물거리나,15.665
2847,2023-02-07,NAVER,1,만 비나이다,85.971
2848,2023-02-01,NAVER,2,오늘 전고점 뚜러 뻥 실적발표 낼입니까,84.487
2849,2023-02-09,NAVER,2,공매도 외인들 공매 진짜 징그럽게 치네근데 왜케 업틱룰 예외가 많은건가요아시는분 있나요,36.495
2850,2023-02-06,NAVER,1,이러면서 상승 계속 가니까 느긋한 마음으로 계속 들고가라,83.849
2851,2023-02-09,NAVER,1,와 대단하네 구글을 이겼다 이걸 말아올려 보합을 만드네 구글을 이긴다는 말이네,57.755
2852,2023-02-01,NAVER,1,할아버지 저 도준이예요 오늘 상승합니다 억만 추매해주세요 믿어주세요 할아버지,85.774
2853,2023-02-03,NAVER,1,오늘 고점에 풀매수햇는데 걱정이 안대누 아직도 너무 싸다,79.72200000000001
2854,2023-02-06,NAVER,2,역시나 게이버 기대를 한 내가바보다빠른탈출원한다,28.23
2855,2023-02-08,NAVER,1,네이버가 대장인 이유 재료 소진되면 메타 관련주로 올라가고 네옴시티 관련주 전세계 당근마켓 웹툰 웹소설 제 이동통신 등등 걍 재료 소진되는 족족 다른 재료 터지고 듣보잡 테마주가 아니라서 진짜로 실질적으로 업적을 뽑아냄,75.982
2856,2023-02-08,NAVER,1,매 도 신 호 발 생 강 력 매 도,84.22
2857,2023-02-03,NAVER,1,오늘 네이버 카카오가 대박쳤네 주식은 돈이다,82.494
2858,2023-02-02,NAVER,1,마의벽 원 학실히 올라선거 보니 조만간 반등은 계속 될거 같다 열시미 노저어라,84.362
2859,2023-02-01,NAVER,1,그동안 떨군게 얼만데 아직 좋아하긴 이르다 포쉽마크 누가 인수하자고한겨 정말,68.8
2860,2023-02-03,NAVER,2,이제 네이버 수익율 진입했읍니다 정확히 그래도 본전 희망이 보여 위로가 됩니다,84.127
2861,2023-02-03,NAVER,1,빨리 빨리 올라가자 끝날 시간도 분 밖에 안 남았다 빨리 빨리 올라가자 종가에는 슈팅 하나 날리자 안전벨트 잘 매고 떨어지지 말아라 슈팅 날라간다 네이버만 믿는다 네이버 화이팅,85.069
2862,2023-02-09,NAVER,1,미국 챗 들 폭락 예리한 분석,14.835
2863,2023-02-03,NAVER,1,살라고 기다렸구만 달려번지네 젝일 내려오긴 글렀구만 잘가라,81.90100000000001
2864,2023-02-03,NAVER,1,상한가나 한번 쌔려봐라 풉,86.76299999999999
2865,2023-02-08,NAVER,1,만원 저항선 만원 저항선이 제 눈에는 보이는데요 여기서 주춤하다가 만원을 뚫을 거 같네요 년후 만원 년후 만원입니다,82.081
2866,2023-02-03,NAVER,1,퍼 쳐올려 제발 퍼 이상 나스닥 좀 봐라,84.19
2867,2023-02-09,NAVER,2,멍때리다 현타오네 물려도 차전지에 물렸어야하는데 전고뚫고 날라가고 전고점 향해가고 짜증나게 잡주에 물려 년넘게 뭔 개짓거린지,31.243
2868,2023-02-03,NAVER,1,주 맛보기 시외장전 매도 던져보니 노체결 에라 들고가자 몰것다,72.552
2869,2023-02-02,NAVER,1,빨리 빨리 올라가자 카카오 도달리는데 네이버에서 달려보자 오늘은 만원 돌파한 번 해보자 네이버만 믿는다 네이버 화이팅,86.812
2870,2023-02-02,NAVER,1,내일도 미장 상승 이유 메타 시간외 딸라 상승 상승 구글 시간외 딸라 상승 상승 내일 실적발표 기대해봅니다,86.405
2871,2023-02-08,NAVER,1,외국인 공매들 데저라,39.196
2872,2023-02-03,NAVER,1,역사의 반복 사람들 흥분시작 여지없지 입으로 주식하는 사람들단기 오를수있으나 욕심 과하면 힘들어질꺼임아직은 아님 분할매수 필수 포모증후군들 조만간 늘겠네,43.5
2873,2023-02-09,NAVER,1,오 주여,83.955
2874,2023-02-06,NAVER,2,네이버는 자고로 박아두고 년뒤에 꺼내봐촐랑거리지 말고,33.099
2875,2023-02-03,NAVER,2,영업익은 글타쳐도 순익이 퍼로 감소라니 헐,23.305000000000003
2876,2023-02-03,NAVER,1,오늘 어떨려나 실적이 관건인데 흠 잘만 나오면 층도 구경할듯,57.583
2877,2023-02-03,NAVER,1,빨리 빨리 올라가자 네이버 이름값 좀 하자 오늘은 최소한도 좀 올라가자 네이버만 믿는다 네이버 화이팅,86.764
2878,2023-02-09,NAVER,1,절대 매도금지 외인이 공매도쳐놓고 파는거야 무조건 존버해야돼 그럼 외인이 다시 살수밖에없어 절대 팔지말고 존버해요 네이버 상식적으로 올라갈수밖에 없잖아 생각해봐 매출은 꾸준히 배이상 나오고 가격은 코로나 전가격대고 월봉을봐요 지금 상승초기예요 전고점까지갈지안갈지는 몰라도 많이 오를거예요,67.29599999999999
2879,2023-02-09,NAVER,1,학생 주린인데 결혼할때쯤 빼라 지금 악재털고 아직바닥이니 오를일만잇지 급등은없어도 야금야금,51.642
2880,2023-02-06,NAVER,2,오전에 지수 반등할때도 못 오른 새끼를 왜 사냐,31.049
2881,2023-02-02,NAVER,2,미국이 좋아도 안오르고 내리면 더내리고 오늘을 기대한 내가 병진이다진짜,36.951
2882,2023-02-06,NAVER,2,종가매수팀 들어왔군 근데 내일도 하락일거 같은디,23.497
2883,2023-02-09,NAVER,1,만원 저항선 층주민 층 올라올때까지 언제든지 기다릴 수 있음,84.762
2884,2023-02-01,NAVER,2,전량 매도 증시 전체 힘 없고 기관은 자신들의 코스피 예상대로 박스권 그리면서 횡보할것 같다고 예상함 고점에서 매도 포지션 잡고있고 외인은 단타 개미만 매수 수익대에서 전량 처분함 좀 떨어지면 다시 오겠습니다 매도가,19.954
2885,2023-02-09,NAVER,1,아름다운 조정 맞나요 초보인 나의 눈에는 오늘의 원 하락이 아름다운 조정처럼 보이는데 내가 가지고 있는 종묵이라서 그렇게 보이는 걸까요 고수님들 한 수 부탁 드립니다,23.103
2886,2023-02-03,NAVER,1,애널들아 너희들은 포쉬마크 적자기업이고비싸게샀다고 지랄떨었지 그런데 흑자전환된단다이 아아이구 너희들만 아니었으면더살수있었는데너희들한테 손해배상할수있는법이 만들어졌으면 좋겠다,25.85
2887,2023-02-06,NAVER,1,외인의 프로그램 폭탄매물 만원만지키면 다시 급등,83.605
2888,2023-02-02,NAVER,2,내가아는 현실을 네이버주주들은 모르는듯 내가 인터넷 사용비중이 네이버가 구글이 마소빙이 인거고 요새 대 실제 사용비중은 네이버는 대고 구글 클라우드 기반의 유튜브와 인스타 등이 엔터 게이밍등 마소가 임 내아아는 현실은 이런데 여기 네이버 주주들이 생각하는 현실은 내가 아는 현실과 많이 괴리된듯 탈네이버 시대를 대비하라는 건 지극히 현실적인 조언임 새겨듣길,36.9
2889,2023-02-03,NAVER,1,상한가 고고고고 네이버에 잘 간다 빨리 가자 상한가로 가자,86.735
2890,2023-02-06,NAVER,1,바닥확인 굿 오후장 상승,85.462
2891,2023-02-08,NAVER,2,시대 전성시대 끝난 네이버 할수 있다 얏얏얏 이런 걸로 극복이 되지 않음 한국어 번역조차 조만간 네이버가 구글이나 마소에 뒤쳐질것임 현실을 직시하길 나 투자하고 싶으면 마소나 알파벳 굳이 한국기업을 투자하고 싶다면 네이버가 아닌 삼전임,31.095
2892,2023-02-06,NAVER,1,증권가 목표상향조정 만 홧팅,85.238
2893,2023-02-03,NAVER,2,아 팔고싶다 유혹 미치네,14.951
2894,2023-02-08,NAVER,1,빨리 빨리 올라가자 오늘 같은 날은 네이버에 이름값 좀 하자 더 이상 뜸들이지 말고 빨리 빨리 올라가자 오늘은 포로만 올라간다 네이버만 믿는다 네이버 화이팅,86.749
2895,2023-02-03,NAVER,2,배당도 작은데 무슨 가치주 아무것도 아니다,11.092
