,날짜,기업명,정제된 댓글,상승_하락
1920,2023-02-03,SK하이닉스,갭 메꾸네,-1
1921,2023-02-03,SK하이닉스,어제 고점 매도 했는데 다시 사고 싶지 않구나 어제 미장 오르는데 야간 선물 그냥 강보합보고 오늘 코스피 글렀다 인지 했다 어제 싯가 고점 매도 하고 기웃거리는데 전혀 사고 싶은 마음이 없다 애증의 하이닉스 이제 정말 작별이다,-1
1922,2023-02-03,SK하이닉스,머하는데 미국형님 안따라가냐,-1
1923,2023-02-03,SK하이닉스,적자 시작인데 왜 삼 파셈,-1
1924,2023-02-03,SK하이닉스,그럼그러치 적자회사 어디 안간다,-1
1925,2023-02-03,SK하이닉스,조막손 화났다 화나면 훙훙 무서워,-1
1926,2023-02-03,SK하이닉스,미선물 폭락중 조심,-1
1927,2023-02-03,SK하이닉스,봐라 삼전이 오르니 금방 워 오르잖아 나는 거짓말 않한단다 내말에 금방약효가 있잖아 오후에 삼전과 역전된다 늘 반복해서 그렇개 한다 하닉스는 적자지만 큰영이 오르면 오후에 고추가 바딱선다 이상,-1
1928,2023-02-03,SK하이닉스,오늘부터 하방 오르면 손가락에 핸드크림 바른다,-1
1929,2023-02-03,SK하이닉스,오늘은 하락하는날 오늘의 하락의 주체 인가바,-1
1930,2023-02-03,SK하이닉스,설겆이 끝나자 마자 폭락하네 만원까지 빠진다,-1
1931,2023-02-03,SK하이닉스,적자가 얼마인지 모르는데 이주식 가격 유지하는건 나중에 개미한테 덤핑하려는 거다,-1
1932,2023-02-03,SK하이닉스,년동안 주가하락해서 분할매수 평균단가는 원 정도 될거다,-1
1933,2023-02-03,SK하이닉스,삼전은 빨강인데 이건 폭락하네 왜 이래 많이 빠지나 젠장,-1
1934,2023-02-03,SK하이닉스,단타유혹 오지네,-1
1935,2023-02-03,SK하이닉스,하이닉스 물타기 했더니 평단이 원 본전심리 언제 주가 올려주세요,-1
1936,2023-02-03,SK하이닉스,하이닉스 개미 물린 직원들 매수평단이 원이다 불개미들 구조해줘라 주가올려서,-1
1937,2023-02-03,SK하이닉스,적자기업을 매수하라고 한 증권가들도 실적에 미쳐서 참나 꼭 그래야만 했냐 실적 올릴라고 그랬어 그래 그래도 흑자전환은 하고 추천하자,-1
1938,2023-02-03,SK하이닉스,진짜 적자 기업엔 매수가 안나간다 흑자전환 공시 보고 매수하자 분기도 달러 하락으로 적자전망같아 달러 또 내리네,-1
1939,2023-02-03,SK하이닉스,외인과 기관의 월 기업 보너스 털어먹기중 조원 규모 또 털리겠구만,-1
1940,2023-02-03,SK하이닉스,살기회 주는구나 만 천 한번찍으면 다시는 못산다,-1
1941,2023-02-03,SK하이닉스,흑자전환 하면 매수한다 그전엔 어림도없다 공매도,-1
1942,2023-02-03,SK하이닉스,난 오늘 하이닉스 공매도를 하였다 미국 반도체 업체 마이크론 테크놀로지 가 예상치를 하회하는 실적을 발표하면서 감산과 투자 축소라는 극단적 조치가 불가피하다는 분석이 나왔다 마이크론은 지난 일 일 장 마감 이후 회계연도 분기 월 매출액이 억 달러로 전년 동기 대비 줄었고 영업 손실은 억 달러로 적자 전환했다고 밝혔다,-1
1943,2023-02-03,SK하이닉스,신한 어제 던지고 다시사노,-1
1944,2023-02-03,SK하이닉스,어제 나오길 잘했군 음,-1
1945,2023-02-03,SK하이닉스,하이닉스 오늘 쳐발릴거라 내가 얘기했잖아 에이그,-1
1946,2023-02-03,SK하이닉스,싼값에 주워 담을려고 용을 썬다 리포트 하나 내고 속이 훤히 보이는데 겁먹은 개미들 던지겠죠 기대됩니다,-1
1947,2023-02-03,SK하이닉스,오를 이유가 없는데 계속 쳐오르네 이거 믿고 또 만 간다고 들어가는 애들 없길 바란다,-1
1948,2023-02-03,SK하이닉스,또 만원대 가나 단타나 칠걸,-1
1949,2023-02-03,SK하이닉스,미선물 폭락중이나 무선일이고,-1
1950,2023-02-03,SK하이닉스,장전 단일가 폭등중이네 뭔일있나 오늘 만원 갈듯,-1
1951,2023-02-03,SK하이닉스,하이닉스 지금 당장 다 파십시오 미제국주의라는 단어의 선택은 주사파 및 간첩들이 사용하는 언어다 너가 일반인 이라면 여기에 글 적지 말고 병원 부터 가보라,-1
1952,2023-02-03,SK하이닉스,하이닉스 만 찍고 만 까지 가보자,-1
1953,2023-02-03,SK하이닉스,나스닥 암만 올라도 코스닥은 그저 그렇던데요부잣집 잔치 구경이지 잘하면 콩고물 묻은 떡하나 얻어먹고,-1
1954,2023-02-03,SK하이닉스,나스닥 폭등 기관 폭락 기관 짜증 나겠네 증 말,-1
1955,2023-02-03,SK하이닉스,나스닥 미친 개폭등 달리자,-1
1956,2023-02-03,SK하이닉스,지수 만 닉스,-1
1957,2023-02-03,SK하이닉스,어제 하이닉스 매도한 사람 필독 주먹쥐고 머리 시게 친다음 나는 바보다 외친다 실시,-1
1958,2023-02-03,SK하이닉스,공매도들 빡시게 미국증시 공매도 숏커버,-1
1959,2023-02-03,SK하이닉스,나스닥 주식 다 매도해라 작년 장대음봉 밑꼬리 부분 저항대 부분이다 줄이고 나머지 만 들고있어라 저항선이다 매도,-1
1960,2023-02-03,SK하이닉스,이상황에 나스닥 쥑이네 만 함 가자 함 묵자,-1
1961,2023-02-03,SK하이닉스,더간다 만 넘는다 추가로 담지마라 만 넘으믄 조금씩 정리해라,-1
1962,2023-02-03,SK하이닉스,미국 불났어요 그럼 공매도 해야겠구만 일동안 흥분해서 난리구먼 행복할때 떠나라 하이닉스는 적자라 안돼,-1
1963,2023-02-02,SK하이닉스,내일이 기대되는군요 유럽중앙은행 이 일 현지시간 기준금리를 에서 로 포인트 인상했다,1
1964,2023-02-02,SK하이닉스,만원대 다시한번 찍것다 외국인 장난질에 들어가면 작살난다 똥바가지 쓴다고 분명히 경고했다,1
1965,2023-02-02,SK하이닉스,사실상 망한 반도체 왜 오르나 봤더니 개미들 손절하고 먼져 도망쳐서 세력들 설겆이 하느라,1
1966,2023-02-02,SK하이닉스,지금 들어가면 작살난다 분명히 경고했다 외국인 한테 똥바가지 쓴다 분명 경고했다,1
1967,2023-02-02,SK하이닉스,매도 만주 떨어지면 다시 사세요올해 적자입니다,1
1968,2023-02-02,SK하이닉스,이번에는 다 과연 목표주가 만원,1
1969,2023-02-02,SK하이닉스,니들이 사고 싶은 좋은 가격은 안줌,1
1970,2023-02-02,SK하이닉스,하이닉스 진짜 너무 한다 참을수가 없네 열심히 일한 직원들에게 고작 상여금이 머냐 이상은 줘야 직원 사기도 더 오를것 아닌가 다시 재검토 하고 인상 하여 지급하라 냠냠 꺼억 잘먹겠습니다,1
1971,2023-02-02,SK하이닉스,쪼매 먹고 탈출 성공,1
1972,2023-02-02,SK하이닉스,만원 가는데 안사고 뭐하냐 미래는 반도체 필수,1
1973,2023-02-02,SK하이닉스,와 악재인데 달리네 거참 주식은 어렵군,1
1974,2023-02-02,SK하이닉스,예전 고점으로 가자 만원 한번 찍어 보즈아아아아아앙,1
1975,2023-02-02,SK하이닉스,오늘은 어제와 반대로 종가 저가 함 보자,1
1976,2023-02-02,SK하이닉스,조심하자 다이버젼시,1
1977,2023-02-02,SK하이닉스,그냥은 안빠질거야 니들이 물어야 빠지지 지금부터 낚시 타임 들어 간다 미끼를 무는 넘은 성격이 급하고 주식 중독인 넘들이고 기다릴줄 아는 넘만이 승자가 될거야 외넘들이 원맨쇼로 올려 놨으니 저넘들 수익 실현 하려면 미끼 낚시는 필수다,1
1978,2023-02-02,SK하이닉스,와 외국인 다 빼면 하한가 가것다 무서워서 못 들어 가겠네,1
1979,2023-02-02,SK하이닉스,원하는 수익률은 왔는데 팔지 말지 그것이 고민이로다,1
1980,2023-02-02,SK하이닉스,개월 이후로보면 저점은 확실함,1
1981,2023-02-02,SK하이닉스,하이닉스 수급에장사없지 주 가즈앙 유후,1
1982,2023-02-02,SK하이닉스,담주부터 내리 꽂는거 다 알고있지,1
1983,2023-02-02,SK하이닉스,찬티들 늘어나는거본 슬슬 조정올때 됐네,1
1984,2023-02-02,SK하이닉스,적자났다 지금이 살때다,1
1985,2023-02-02,SK하이닉스,종가는 결국 음봉,1
1986,2023-02-02,SK하이닉스,어제 다 팔았다 더 떨어지는 꼴을봐야 배가 안아플긴데,1
1987,2023-02-02,SK하이닉스,오전에 개미물량 쭉빨았네 좋아 외쿡인들은 매수하고 개관들 외쿡인들사니 눈치보고있고 매동 좋아보이네,1
1988,2023-02-02,SK하이닉스,와 하이닉스 외국인이 겁나게 매수하네뭔가 좋은일이 있나벼 앞으로 주 욱 수직상승 할려는것아니냐 더들어가 볼까나,1
1989,2023-02-02,SK하이닉스,싯가 정리는 신의 한수 였구만 자 야들아 지금부터 열심히 주워 담아라 난 오늘은 쉴란다,1
1990,2023-02-02,SK하이닉스,싯가 정리는 신의 한수 였구만 단타쒜키 다른데로 꺼져라 재수없다,1
1991,2023-02-02,SK하이닉스,다시 들어가 싯가에 주 다 던지고 기회 보고 있는데 다시 들어 가고 싶은 생각이 안든다 다시 드갈까,1
1992,2023-02-02,SK하이닉스,개월투자 저는 손절요 퍼보고 떠납니다 가슴아프다,1
1993,2023-02-02,SK하이닉스,개관들 매도 때리네 우리나라는 단타냐,1
1994,2023-02-02,SK하이닉스,같은주식 머냐이게,1
1995,2023-02-02,SK하이닉스,종가는 결국 음봉,1
1996,2023-02-02,SK하이닉스,하이닉스 매수해라 난 못하겠다 만원이 넘어가네 주에,1
1997,2023-02-02,SK하이닉스,단기 삼봉선생튀,1
1998,2023-02-02,SK하이닉스,이번에는 저항선을 뚫을까,1
1999,2023-02-02,SK하이닉스,곧 파란불 나온다 어제 많이 올랏다,1
2000,2023-02-02,SK하이닉스,조회수 봐라 없다 털고 나가자 끝났다 끝,1
2001,2023-02-02,SK하이닉스,전량매도 따른거 주가 못오르네 매도세 강하다 매도,1
2002,2023-02-02,SK하이닉스,차트상 오늘 고점이고 이제 떨어질거 안보이나,1
2003,2023-02-02,SK하이닉스,화이팅입니다 다음에 좋은기회 생기면 다시 오겠습니다일단 하차합니다,1
2004,2023-02-02,SK하이닉스,저만의 생각 반도체 재고 하이닉스는 년만에 분기 적자를 기록했습니다 삼성전자는 지금의 반도체 혹한기에 인위적 감산을 하지 않겠다고 말하고 있습니다 또다시 오래전에 있었던 반도체전쟁이 시작 된다면 이미 몸집이 커질대로 커진 삼성전자와 하이닉스는 이전의 반도체 전쟁과는 비교도 안되는 엄청난 피해를 입게 될것입니다 년간 끊임없이 몸집을 불려온 삼성전자와 하이닉스는 반도체 불황기에 반도체 전쟁에 직면한다면 특히 하이닉스는 기업의 존폐의 기로에 설지도 모릅니다 그만큼 몸집이 너무 커져있는 하이닉스이며 재고에따른 손실이 누적된다면 엄청난 규모의 손실이 될것입니다,1
2005,2023-02-02,SK하이닉스,담주 월요일 내로,1
2006,2023-02-02,SK하이닉스,웃긴다 적자나도 주가는 오르고 쩝 쩝,1
2007,2023-02-02,SK하이닉스,적자나도 성과급 주는 에라이,1
2008,2023-02-02,SK하이닉스,오늘도 단타개미 잔칫날이네 제기랄,1
2009,2023-02-02,SK하이닉스,참 대단하다 빨리들 탈출 하시오,1
2010,2023-02-02,SK하이닉스,매수 시점이 맞나요 진정 증권사들 줄줄이 사라고 추천 하는데 지금이 정말로 바닥인가요,1
2011,2023-02-02,SK하이닉스,단기과열이다 재료소멸 알아서 적당히 먹고 가세요,1
2012,2023-02-02,SK하이닉스,원 가자 오랜만에 한번 뚤어주라,1
2013,2023-02-02,SK하이닉스,올인 하자 프로 폭등 한다,1
2014,2023-02-02,SK하이닉스,오후엔 장대음봉,1
2015,2023-02-02,SK하이닉스,목표주가 올리고 지들은 팔겠지 양아치짓 한두번하나,1
2016,2023-02-02,SK하이닉스,나스닥 선물 벌써부터 급등 선물 장 시작하자마자 벌써부터 급등,1
2017,2023-02-02,SK하이닉스,오늘 폭등부럽소,1
2018,2023-02-02,SK하이닉스,나스닥 미친 폭등,1
2019,2023-02-02,SK하이닉스,이번주 십만원 돌파 하것쥬,1
2020,2023-02-02,SK하이닉스,장하다 하이닉스 멋지다,1
2021,2023-02-01,SK하이닉스,조만간 볼겁니다 이글 성지,1
2022,2023-02-01,SK하이닉스,어리버리 할 시간 없다 공매도에 골로 갈끼다,1
2023,2023-02-01,SK하이닉스,개미 못타게 만원 간다 그대로 처올릴듯 홀딩,1
2024,2023-02-01,SK하이닉스,내일 개폭락 썅,1
2025,2023-02-01,SK하이닉스,기필코 이런 회사 물타기해서 본전 찾고 다시는 투자 안합니다,1
2026,2023-02-01,SK하이닉스,기필코 이런 회사 물타기해서 본전 찾고 다시는 투자 안합니다,1
2027,2023-02-01,SK하이닉스,적자인데 성과급 주냐했더니 적자인데 배당금주냐합니다 꼴랑 원,1
2028,2023-02-01,SK하이닉스,이런 회사는 외인이 먹는것이 딱 경영진들이 영 아니네,1
2029,2023-02-01,SK하이닉스,하닉 캬 단타 죽인다,1
2030,2023-02-01,SK하이닉스,내가 뭐라 카드노 오늘은 오늘끼라 했제 내 다시 얘기하꾸마내일은 억수로 떨어질끼데이,1
2031,2023-02-01,SK하이닉스,내가 뭐라 카드노 바보자슥,1
2032,2023-02-01,SK하이닉스,근 한달간 개미 떨궜는데 갈때 안됐습니까 형님들,1
2033,2023-02-01,SK하이닉스,종가 원 주 인사박습니다,1
2034,2023-02-01,SK하이닉스,실적 개같아서 오른건데 먼 실적이 좋아져 분기 조 적자나야 상한가 간다 오늘 보고도 실적이 좋아지라고 하네 어허,1
2035,2023-02-01,SK하이닉스,만원간다 실적좋을일만 남음,1
2036,2023-02-01,SK하이닉스,장대로 쳐대니까 탈탈 털리는구나,1
2037,2023-02-01,SK하이닉스,초반 개미떨구고 물량챙긴후 막판 올리기 또 당했냐,1
2038,2023-02-01,SK하이닉스,얌얌 날 따라 오너라 오늘 한국중보인증온사람수익 퍼 이상 내일은 상한가 간다,1
2039,2023-02-01,SK하이닉스,시간외 폭등중이네 뭔일있나 내일 만원 갈듯,1
2040,2023-02-01,SK하이닉스,주린이들 천지네 적자얘기 한참전에 나왔고 그래서 선반영되서 떨어진게 얼만데 꼴랑 기본급 프로 성과급 지급한거랑 엮어서 왜 오르냐고 아우성들이세요,1
2041,2023-02-01,SK하이닉스,우리나라는 적자만한 호재가 없다 분기 최대 적자 빌어라 한 조 정도 적자면 적당,1
2042,2023-02-01,SK하이닉스,와 털기였구나 그래 개미들 다 털고 쭉쭉 가자 스퀘어 주주,1
2043,2023-02-01,SK하이닉스,회사 경영진아 최대적자를 내라 그래야 주가 오른다 쉽제 다알켜주네,1
2044,2023-02-01,SK하이닉스,주주들아 봤지 분기 최대 적자 예상 개호재 법정관리 가면 연상 알제,1
2045,2023-02-01,SK하이닉스,역시 적자를 내야해 분기는 조 적자내자 상한가 간다 주가 부양에는 적자가 최고지,1
2046,2023-02-01,SK하이닉스,마감이면 정말 레전드 개 작전주다,1
2047,2023-02-01,SK하이닉스,이거 개잡주네 동시호가 장난치는게 개잡주처럼 움직이네 에이 퉤퉤,1
2048,2023-02-01,SK하이닉스,종가 싯가에 맞추기를 기대해 본다 어제 들어온 개미들 오늘좀 빨렸겠다,1
2049,2023-02-01,SK하이닉스,이거 모야 작전주임 갖고 놀다가 제자리 갖다놓기 시초에 팔고 저가 다시 산사람이 승자이긴한데가만히 있으면 중간이라도 가는게 맞는날인듯,1
2050,2023-02-01,SK하이닉스,장난하나,1
2051,2023-02-01,SK하이닉스,좀 더 뒷심좀 발휘해라 오늘 주차선 에 맞추자,1
2052,2023-02-01,SK하이닉스,이걸 말아 올리네 컨콜 분석해서기관이나 외인들 투자 결정해서 쏘는세력 있는듯,1
2053,2023-02-01,SK하이닉스,자중 공매시키들 장난조심,1
2054,2023-02-01,SK하이닉스,오늘 털린 사람 있을듯 아쉽겠네,1
2055,2023-02-01,SK하이닉스,적자났다고 오르는 기업 첨보네 그럼 흑자에 호황이면 하한가냐,1
